epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,4780.7,1.29503,0.76815,0.86658,0.83656,0.68497,0.75116,0.55155,1.27785,0.74233,0.87233,5.53602e-05,5.53602e-05,5.53602e-05
185,4806.78,1.28281,0.76574,0.86767,0.82273,0.69087,0.75284,0.55629,1.26319,0.73587,0.86993,5.24496e-05,5.24496e-05,5.24496e-05
186,4834.17,1.2735,0.76245,0.86487,0.85087,0.67067,0.74761,0.54701,1.27489,0.74159,0.87159,4.9539e-05,4.9539e-05,4.9539e-05
187,4858.27,1.28386,0.76101,0.86564,0.85291,0.67055,0.74755,0.5432,1.28809,0.74272,0.8738,4.66284e-05,4.66284e-05,4.66284e-05
188,4883.58,1.26613,0.75319,0.86498,0.85969,0.66773,0.75095,0.55025,1.27409,0.73948,0.87112,4.37178e-05,4.37178e-05,4.37178e-05
189,4910.71,1.28052,0.75933,0.86643,0.85881,0.67163,0.75248,0.55157,1.27365,0.74075,0.87094,4.08072e-05,4.08072e-05,4.08072e-05
190,4935.56,1.29229,0.76768,0.86888,0.8622,0.6686,0.75087,0.55007,1.27225,0.73604,0.87136,3.78966e-05,3.78966e-05,3.78966e-05
191,4964.87,1.31917,0.7997,0.87341,0.83131,0.66915,0.74323,0.54526,1.28338,0.75358,0.87351,3.4986e-05,3.4986e-05,3.4986e-05
192,4990.62,1.28255,0.77178,0.86573,0.81552,0.65902,0.73398,0.5321,1.30306,0.7677,0.87671,3.20754e-05,3.20754e-05,3.20754e-05
193,5017.6,1.26679,0.75328,0.86248,0.82427,0.65568,0.73479,0.5324,1.3057,0.76921,0.87728,2.91648e-05,2.91648e-05,2.91648e-05
194,5041.5,1.26515,0.75274,0.8647,0.82906,0.66292,0.74078,0.53752,1.30112,0.76628,0.87593,2.62542e-05,2.62542e-05,2.62542e-05
195,5066.45,1.28474,0.76135,0.86741,0.82302,0.67127,0.74293,0.5364,1.30205,0.76601,0.8759,2.33436e-05,2.33436e-05,2.33436e-05
196,5092.72,1.28547,0.76914,0.8636,0.81247,0.67942,0.74621,0.54001,1.30014,0.7627,0.87527,2.0433e-05,2.0433e-05,2.0433e-05
197,5117.25,1.26181,0.73867,0.86015,0.81434,0.67817,0.74414,0.53899,1.296,0.76032,0.87476,1.75224e-05,1.75224e-05,1.75224e-05
198,5140.97,1.25492,0.73845,0.86004,0.83009,0.67234,0.74556,0.53867,1.29839,0.75943,0.87483,1.46118e-05,1.46118e-05,1.46118e-05
199,5166.77,1.2625,0.74495,0.86034,0.8417,0.67069,0.74617,0.53874,1.30144,0.76002,0.87551,1.17012e-05,1.17012e-05,1.17012e-05
200,5194.98,1.26531,0.74741,0.86104,0.85255,0.6692,0.74681,0.54173,1.29416,0.75673,0.87424,8.7906e-06,8.7906e-06,8.7906e-06
